Symbol	Protein_name	Chromosome	Uniprot	Ensembl_x	Ensembl_y	Family
ZNF729	zinc finger protein 729	19p12	A6NN14	ENSG00000196350	ENSG00000196350	zf-C2H2
ZNF730	zinc finger protein 730	19p12	Q6ZMV8	ENSG00000183850	ENSG00000183850	zf-C2H2
ZNF732	zinc finger protein 732	4p16.3	B4DXR9	ENSG00000186777	ENSG00000186777	zf-C2H2
ZNF735	zinc finger protein 735	7q11.21	P0CB33	ENSG00000223614	ENSG00000223614	zf-C2H2
ZNF736	zinc finger protein 736	7q11.21	B4DX44	ENSG00000234444	ENSG00000234444	zf-C2H2
ZNF737	zinc finger protein 737	19p12	O75373	ENSG00000237440	ENSG00000237440	zf-C2H2
ZNF740	zinc finger protein 740	12q13.13	Q8NDX6	ENSG00000139651	ENSG00000139651	zf-C2H2
ZNF746	zinc finger protein 746	7q36.1	Q6NUN9	ENSG00000181220	ENSG00000181220	zf-C2H2
ZNF747	zinc finger protein 747	16p11.2	Q9BV97	ENSG00000169955	ENSG00000169955	zf-C2H2
ZNF749	zinc finger protein 749	19q13.43	O43361	ENSG00000186230	ENSG00000186230	zf-C2H2
ZNF750	zinc finger protein 750	17q25.3	Q32MQ0	ENSG00000141579	ENSG00000141579	Others
ZNF761	zinc finger protein 761	19q13.42	Q86XN6	ENSG00000160336	ENSG00000160336	zf-C2H2
ZNF763	zinc finger protein 763	19p13.2	Q0D2J5	ENSG00000197054	ENSG00000197054	zf-C2H2
ZNF764	zinc finger protein 764	16p11.2	Q96H86	ENSG00000169951	ENSG00000169951	zf-C2H2
ZNF765	zinc finger protein 765	19q13.42	Q7L2R6	ENSG00000196417	ENSG00000196417	zf-C2H2
ZNF766	zinc finger protein 766	19q13.41	Q5HY98	ENSG00000196214	ENSG00000196214	zf-C2H2
ZNF768	zinc finger protein 768	16p11.2	Q9H5H4	ENSG00000169957	ENSG00000169957	zf-C2H2
ZNF770	zinc finger protein 770	15q14	Q6IQ21	ENSG00000198146	ENSG00000198146	zf-C2H2
ZNF771	zinc finger protein 771	16p11.2	Q7L3S4	ENSG00000179965	ENSG00000179965	zf-C2H2
ZNF772	zinc finger protein 772	19q13.43	Q68DY9	ENSG00000197128	ENSG00000197128	zf-C2H2
ZNF773	zinc finger protein 773	19q13.43	Q6PK81	ENSG00000152439	ENSG00000152439	zf-C2H2
ZNF774	zinc finger protein 774	15q26.1	Q6NX45	ENSG00000196391	ENSG00000196391	zf-C2H2
ZNF775	zinc finger protein 775	7q36.1	Q96BV0	ENSG00000196456	ENSG00000196456	zf-C2H2
ZNF776	zinc finger protein 776	19q13.43	Q68DI1	ENSG00000152443	ENSG00000152443	zf-C2H2
ZNF777	zinc finger protein 777	7q36.1	Q9ULD5	ENSG00000196453	ENSG00000196453	zf-C2H2
ZNF778	zinc finger protein 778	16q24.3	Q96MU6	ENSG00000170100	ENSG00000170100	zf-C2H2
ZNF780A	zinc finger protein 780A	19q13.2	O75290	ENSG00000197782	ENSG00000197782	zf-C2H2
ZNF780B	zinc finger protein 780B	19q13.2	Q9Y6R6	ENSG00000128000	ENSG00000128000	zf-C2H2
ZNF781	zinc finger protein 781	19q13.12	Q8N8C0	ENSG00000196381	ENSG00000196381	zf-C2H2
ZNF782	zinc finger protein 782	9q22.33	Q6ZMW2	ENSG00000196597	ENSG00000196597	zf-C2H2
ZNF783	zinc finger family member 783	7q36.1	Q6ZMS7	ENSG00000204946	ENSG00000204946	zf-C2H2
ZNF784	zinc finger protein 784	19q13.42	Q8NCA9	ENSG00000179922	ENSG00000179922	zf-C2H2
ZNF785	zinc finger protein 785	16p11.2	A8K8V0	ENSG00000197162	ENSG00000197162	zf-C2H2
ZNF786	zinc finger protein 786	7q36.1	Q8N393	ENSG00000197362	ENSG00000197362	zf-C2H2
ZNF787	zinc finger protein 787	19q13.43	Q6DD87	ENSG00000142409	ENSG00000142409	zf-C2H2
ZNF789	zinc finger protein 789	7q22.1	Q5FWF6	ENSG00000198556	ENSG00000198556	zf-C2H2
ZNF790	zinc finger protein 790	19q13.12	Q6PG37	ENSG00000197863	ENSG00000197863	zf-C2H2
ZNF791	zinc finger protein 791	19p13.13	Q3KP31	ENSG00000173875	ENSG00000173875	zf-C2H2
ZNF792	zinc finger protein 792	19q13.11	Q3KQV3	ENSG00000180884	ENSG00000180884	zf-C2H2
ZNF793	zinc finger protein 793	19q13.12	Q6ZN11	ENSG00000188227	ENSG00000188227	zf-C2H2
ZNF799	zinc finger protein 799	19p13.2	Q96GE5	ENSG00000196466	ENSG00000196466	zf-C2H2
ZNF800	zinc finger protein 800	7q31.33	Q2TB10	ENSG00000048405	ENSG00000048405	zf-C2H2
ZNF805	zinc finger protein 805	19q13.43	Q5CZA5	ENSG00000204524	ENSG00000204524	zf-C2H2
ZNF808	zinc finger protein 808	19q13.41	Q8N4W9	ENSG00000198482	ENSG00000198482	zf-C2H2
ZNF813	zinc finger protein 813	19q13.42	Q6ZN06	ENSG00000198346	ENSG00000198346	zf-C2H2
ZNF814	zinc finger protein 814	19q13.43	B7Z6K7	ENSG00000204514	ENSG00000204514	zf-C2H2
ZNF816	zinc finger protein 816	19q13.41	Q0VGE8	ENSG00000180257	ENSG00000180257	zf-C2H2
ZNF821	zinc finger protein 821	16q22.2	O75541	ENSG00000102984	ENSG00000102984	zf-C2H2
ZNF823	zinc finger protein 823	19p13.2	P16415	ENSG00000197933	ENSG00000197933	zf-C2H2
ZNF827	zinc finger protein 827	4q31.21-q31.22	Q17R98	ENSG00000151612	ENSG00000151612	zf-C2H2
ZNF829	zinc finger protein 829	19q13.12	Q3KNS6	ENSG00000185869	ENSG00000185869	zf-C2H2
ZNF831	zinc finger protein 831	20q13.32	Q5JPB2	ENSG00000124203	ENSG00000124203	zf-C2H2
ZNF835	zinc finger protein 835	19q13.43	Q9Y2P0	ENSG00000127903	ENSG00000127903	zf-C2H2
ZNF836	zinc finger protein 836	19q13.33	Q6ZNA1	ENSG00000196267	ENSG00000196267	zf-C2H2
ZNF837	zinc finger protein 837	19q13.43	Q96EG3	ENSG00000152475	ENSG00000152475	zf-C2H2
ZNF841	zinc finger protein 841	19q13.41	Q6ZN19	ENSG00000197608	ENSG00000197608	zf-C2H2
ZNF844	zinc finger protein 844	19p13.2	Q08AG5	ENSG00000223547	ENSG00000223547	zf-C2H2
ZNF845	zinc finger protein 845	19q13.42	Q96IR2	ENSG00000213799	ENSG00000213799	zf-C2H2
ZNF846	zinc finger protein 846	19p13.2	Q147U1	ENSG00000196605	ENSG00000196605	zf-C2H2
ZNF850	zinc finger protein 850	19q13.12	A8MQ14	ENSG00000267041	ENSG00000267041	zf-C2H2
ZNF852	zinc finger protein 852	3p21.31	Q6ZMS4	ENSG00000178917	ENSG00000178917	zf-C2H2
ZNF853	zinc finger protein 853	7p22.1	P0CG23	ENSG00000236609	ENSG00000236609	zf-C2H2
ZNF860	zinc finger protein 860	3p24.1	A6NHJ4	ENSG00000197385	ENSG00000197385	zf-C2H2
ZNF865	zinc finger protein 865	19q13.42	P0CJ78	ENSG00000261221	ENSG00000261221	zf-C2H2
ZNF878	zinc finger protein 878	19p13.2	C9JN71	ENSG00000257446	ENSG00000257446	zf-C2H2
ZNF879	zinc finger protein 879	5q35.3	B4DU55	ENSG00000234284	ENSG00000234284	zf-C2H2
ZNF880	zinc finger protein 880	19q13.41	Q6PDB4	ENSG00000221923	ENSG00000221923	zf-C2H2
ZNF883	zinc finger protein 883	9q32	P0CG24	ENSG00000228623	ENSG00000285447	zf-C2H2
ZNF888	zinc finger protein 888	19q13.41	P0CJ79	ENSG00000213793	ENSG00000213793	zf-C2H2
ZNF891	zinc finger protein 891	12q24.33	A8MT65	ENSG00000214029	ENSG00000214029	zf-C2H2
ZNFX1	zinc finger NFX1-type containing 1	20q13.13	Q9P2E3	ENSG00000124201	ENSG00000124201	Others
ZSCAN1	zinc finger and SCAN domain containing 1	19q13.43	Q8NBB4	ENSG00000152467	ENSG00000152467	zf-C2H2
ZSCAN2	zinc finger and SCAN domain containing 2	15q25.2	Q7Z7L9	ENSG00000176371	ENSG00000176371	zf-C2H2
ZSCAN4	zinc finger and SCAN domain containing 4	19q13.43	Q8NAM6	ENSG00000180532	ENSG00000180532	zf-C2H2
ZSCAN5A	zinc finger and SCAN domain containing 5A	19q13.43	Q9BUG6	ENSG00000131848	ENSG00000131848	zf-C2H2
ZSCAN5B	zinc finger and SCAN domain containing 5B	19q13.43	A6NJL1	ENSG00000197213	ENSG00000197213	zf-C2H2
ZSCAN5C	zinc finger and SCAN domain containing 5C	19q13.43	A6NGD5	ENSG00000204532	ENSG00000204532	zf-C2H2
ZSCAN9	zinc finger and SCAN domain containing 9	6p22.1	O15535	ENSG00000137185	ENSG00000137185	zf-C2H2
ZSCAN10	zinc finger and SCAN domain containing 10	16p13.3	Q96SZ4	ENSG00000130182	ENSG00000130182	zf-C2H2
ZSCAN12	zinc finger and SCAN domain containing 12	6p22.1	O43309	ENSG00000158691	ENSG00000158691	zf-C2H2
ZSCAN16	zinc finger and SCAN domain containing 16	6p22.1	Q9H4T2	ENSG00000196812	ENSG00000196812	zf-C2H2
ZSCAN18	zinc finger and SCAN domain containing 18	19q13.43	Q8TBC5	ENSG00000121413	ENSG00000121413	zf-C2H2
ZSCAN20	zinc finger and SCAN domain containing 20	1p35.1	P17040	ENSG00000121903	ENSG00000121903	zf-C2H2
ZSCAN21	zinc finger and SCAN domain containing 21	7q22.1	Q9Y5A6	ENSG00000166529	ENSG00000166529	zf-C2H2
ZSCAN22	zinc finger and SCAN domain containing 22	19q13.43	P10073	ENSG00000182318	ENSG00000182318	zf-C2H2
ZSCAN23	zinc finger and SCAN domain containing 23	6p22.1	Q3MJ62	ENSG00000187987	ENSG00000187987	zf-C2H2
ZSCAN25	zinc finger and SCAN domain containing 25	7q22.1	Q6NSZ9	ENSG00000197037	ENSG00000197037	zf-C2H2
ZSCAN26	zinc finger and SCAN domain containing 26	6p22.1	Q16670	ENSG00000197062	ENSG00000197062	zf-C2H2
ZSCAN29	zinc finger and SCAN domain containing 29	15q15.3	Q8IWY8	ENSG00000140265	ENSG00000140265	zf-C2H2
ZSCAN30	zinc finger and SCAN domain containing 30	18q12.2	Q86W11	ENSG00000186814	ENSG00000186814	zf-C2H2
ZSCAN31	zinc finger and SCAN domain containing 31	6p22.1	Q96LW9	ENSG00000235109	ENSG00000235109	zf-C2H2
ZSCAN32	zinc finger and SCAN domain containing 32	16p13.3	Q9NX65	ENSG00000140987	ENSG00000140987	zf-C2H2
ZXDA	zinc finger X-linked duplicated A	Xp11.21	P98168	ENSG00000198205	ENSG00000198205	zf-C2H2
ZXDB	zinc finger X-linked duplicated B	Xp11.21	P98169	ENSG00000198455	ENSG00000198455	zf-C2H2
ZXDC	ZXD family zinc finger C	3q21.3	Q2QGD7	ENSG00000070476	ENSG00000070476	zf-C2H2
